genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
j-pop,0.129143959,0.52759472,254908.4521,0.818752479,0.020341945,0.203596644,-4.948095133,0.06143747,129.506845,0.573687649,53.90863177,11,1
traprun,0.129574929,0.607107143,238788.4643,0.767428571,0.139284254,0.173821429,-5.397321429,0.072532143,123.7311071,0.366071429,54.85714286,5,1
norwegian pop rap,0.131,0.43,211680,0.606,0,0.173,-5.115,0.0431,169.988,0.123,75,4,0
west australian hip hop,0.131,0.555,214227,0.826,0,0.687,-4.762,0.303,97.162,0.685,55,7,1
cook islands pop,0.131255714,0.719857143,236027.4286,0.644428571,2.61E-05,0.1372,-5.342285714,0.106942857,97.918,0.810428571,48.71428571,7,1
fijian pop,0.131255714,0.719857143,236027.4286,0.644428571,2.61E-05,0.1372,-5.342285714,0.106942857,97.918,0.810428571,48.71428571,7,1
post-disco soul,0.131271389,0.736006944,387439.1458,0.660347222,0.074566161,0.134786806,-11.48904167,0.064309028,113.1229236,0.805534722,35.4375,7,1
trap queen,0.131462206,0.761476605,203652.2815,0.642609833,0.021430364,0.151732238,-7.080179735,0.221501303,121.0722123,0.526028845,59.31159455,1,1
jangle pop,0.131485269,0.498283655,216063.4141,0.723828265,0.084105553,0.206519613,-9.328713867,0.044141439,132.6435267,0.637571965,35.75883776,11,1
dallas indie,0.13155,0.4415,189813.5,0.71575,0.001000945,0.180075,-6.5505,0.044025,124.8355,0.65675,40.25,0,1
electrofox,0.131636667,0.774,227744.9167,0.715083333,0.254714433,0.071541667,-7.949833333,0.090566667,128.331,0.84975,34.58333333,11,1
charlottesville indie,0.132324286,0.552142857,218845.5714,0.662285714,1.32E-05,0.1399,-6.043142857,0.0503,122.0664286,0.404142857,54,6,1
stl indie,0.1326335,0.668833333,271399.9167,0.730833333,0.002229557,0.116775,-6.900833333,0.05235,116.3176667,0.517166667,46.5,9,1
danspunk,0.13365,0.733,195333.5,0.687,0,0.191,-6.7205,0.06265,109.3825,0.776,57.5,9,1
australian rock,0.133807686,0.548206308,233164.419,0.718812638,0.029701139,0.196944314,-8.457454085,0.056706851,121.4252425,0.612045396,44.77998256,9,1
riddim,0.133817273,0.657181818,216413.9091,0.737090909,2.63E-06,0.156836364,-5.619409091,0.200554545,132.2577727,0.745909091,45,1,1
philly rap,0.134101511,0.71485992,261638.8197,0.738471835,0.003457653,0.247781362,-6.738806739,0.239417532,108.8607381,0.606507725,48.66662944,1,1
progressive house,0.134740984,0.610909225,236163.5897,0.737746982,0.146984479,0.203229758,-6.92827685,0.063911129,125.2454724,0.42844278,53.72083693,11,1
west coast trap,0.135054026,0.762301258,243338.3107,0.648570787,0.011971531,0.200379149,-7.092026194,0.205149036,104.0427405,0.53711698,48.39838309,1,1
technical thrash,0.135080686,0.284628571,268996.8,0.821852381,0.52561881,0.135519048,-8.626285714,0.109421429,128.8512619,0.211097143,29.77142857,4,1
rebel blues,0.135145477,0.566011905,220108.4464,0.716690476,0.036601467,0.157890476,-5.651077381,0.05793631,113.717631,0.463154762,60.66071429,0,1
british alternative rock,0.135164912,0.531533333,279668.6,0.700933333,0.288626551,0.3564,-5.993466667,0.044573333,127.4120667,0.5222,46.53333333,6,1
queens hip hop,0.135516368,0.725736898,249059.6175,0.688564123,0.021842312,0.20718524,-7.670714718,0.253898399,116.7935192,0.618047533,43.91510432,11,1
charlotte nc indie,0.135986333,0.596,227207.3333,0.678666667,0.000123333,0.1689,-7.606333333,0.163866667,114.983,0.4,60,4,1
australian psych,0.136149298,0.467217619,266862.1969,0.708284524,0.100677841,0.170670833,-5.976036429,0.095098048,125.6710876,0.386046667,54.85666667,2,1
industrial,0.136326959,0.55096597,276869.8973,0.690594686,0.388192323,0.225698527,-10.84119863,0.064567716,122.4387345,0.449121229,33.01651055,11,1
dmv rap,0.136527068,0.693462426,212571.2495,0.626211098,0.075388983,0.172006302,-7.237630324,0.222840677,128.5627196,0.5019199,62.17138448,1,0
indie punk,0.136900703,0.445053136,209514.0164,0.737406783,0.141351325,0.20368794,-7.152602062,0.061760648,127.1665246,0.5027013,43.62472081,2,1
horror punk,0.13726167,0.388760749,179663.0121,0.876929052,0.080107956,0.203508594,-6.804363514,0.067216341,130.9989365,0.466611289,34.36957099,2,1
girl group,0.137580392,0.689641661,234134.9657,0.67980619,0.01382999,0.183651351,-6.725804751,0.082778167,116.1326382,0.617953316,49.88681263,7,1
bounce,0.137591352,0.787986791,248766.8469,0.763613442,0.001726226,0.154414491,-5.977344211,0.203638228,129.1222727,0.586519037,45.34887335,7,0
anime,0.137620743,0.498010326,247819.112,0.801262914,0.11006992,0.175842062,-5.088912303,0.064754927,136.5391206,0.488974106,52.36420164,1,1
uk reggae,0.137928497,0.797557008,255194.9299,0.505827034,0.037814188,0.180614962,-10.73104429,0.118511777,124.2114254,0.821058789,41.41259166,2,1
electro latino,0.138575676,0.723079301,227873.6925,0.796063959,0.034877194,0.17592557,-5.221342742,0.102885025,121.6077566,0.713941571,56.10954301,11,1
baltimore hip hop,0.138658333,0.809083333,196214.4167,0.598666667,0,0.208641667,-6.460583333,0.178016667,111.4133333,0.4208,61.08333333,11,1
ottawa rap,0.138737255,0.633561275,214429.099,0.634677549,0.029519743,0.152039069,-7.213476961,0.125311814,124.936123,0.466671569,53.51470588,3,1
hardcore hip hop,0.138744222,0.741183945,253125.627,0.698338405,0.012170421,0.221736937,-7.775375941,0.277288994,108.3769552,0.631961315,44.82697987,1,1
swedish death metal,0.139005649,0.350278571,233628.681,0.85022381,0.4057265,0.192795238,-6.907247619,0.094060714,127.5382214,0.332560714,42.6547619,7,1
russian ccm,0.139583071,0.377821429,352271.4643,0.5335,0.000119596,0.321035714,-7.410035714,0.031364286,131.6707143,0.186142857,51.5,0,1
new jersey rap,0.139928472,0.728085947,277771.2878,0.66866973,0.032867849,0.178157091,-8.107240677,0.230377406,113.8984108,0.595801354,48.79650243,7,1
trap,0.140018631,0.727021847,228660.3821,0.650797616,0.012682688,0.197141345,-6.582936009,0.200102248,122.7017071,0.512760869,54.58161027,1,1
nigerian pop,0.140326286,0.7825,211661.7286,0.718307143,0.00600603,0.167021429,-6.104471429,0.102438571,112.5819429,0.638121429,70.27857143,1,1
romanian pop,0.141591667,0.65975,233649,0.789916667,0.004216667,0.086708333,-4.695208333,0.08355,122.3614167,0.539458333,53.125,5,1
noise rock,0.141619618,0.435381446,232017.7333,0.724921648,0.341608725,0.221958128,-9.301252376,0.074120921,125.7136549,0.424642896,37.28172754,7,1
new wave,0.141984759,0.585630151,254873.4948,0.700968528,0.141370194,0.188647085,-9.890332529,0.050852002,125.321754,0.641024674,39.52565232,9,1
chinese idol pop,0.142,0.751,232150,0.719,0,0.148,-5.198,0.0373,98.01,0.437,69,6,0
deep tropical house,0.142295912,0.658552632,233647.6667,0.698280702,0.149269085,0.176247368,-6.637736842,0.046041228,124.1400175,0.405586842,60.69298246,2,0
alternative dance,0.142436851,0.610674363,264167.0847,0.730895428,0.204678618,0.200187737,-6.667023059,0.059614631,124.8113445,0.525220354,51.04815129,7,1
australian alternative rock,0.142644827,0.553499123,221694.7827,0.717142398,0.027805386,0.193776696,-7.918907895,0.057624386,122.2730164,0.581195322,44.85146199,4,1
soca,0.143052702,0.715394118,235124.1598,0.710462745,0.003813285,0.148446373,-6.015618627,0.16263,126.1679245,0.77724902,48.9754902,5,1
atl trap,0.143269403,0.721281854,226663.1959,0.672528101,0.00306362,0.201450924,-6.426507916,0.194505281,127.5532518,0.509533909,55.77502829,9,0
power pop,0.143543019,0.509613806,219037.1336,0.717952962,0.085479698,0.196265329,-9.087511954,0.052033701,131.2456345,0.640152475,34.62102246,9,1
gqom,0.144233333,0.701666667,245181,0.653,0.00035,0.2373,-6.550333333,0.134533333,133.3446667,0.584666667,69.33333333,10,1
bc underground hip hop,0.144375,0.769125,179471.375,0.608375,1.66E-05,0.23525,-6.92875,0.26145,117.017875,0.67025,60.5,7,1
african rock,0.144401169,0.687270833,254124.1042,0.6880625,0.046955806,0.191435417,-7.045583333,0.0667375,119.0242292,0.574416667,43.5,6,1
mexican rock,0.144447581,0.592274661,247114.0086,0.737887904,0.034814026,0.213307136,-7.380093851,0.065265472,133.3440877,0.619312102,54.24296172,7,1
chillstep,0.144598593,0.519024242,254613.8273,0.649688095,0.152211716,0.128291991,-6.517889827,0.072741991,134.3650084,0.212481602,57.63939394,11,0
cali rap,0.144987956,0.766696391,211352.1936,0.623004145,0.011781192,0.17995228,-7.330625068,0.20875717,109.7575612,0.50730625,55.99232753,1,1
synthpop,0.144998582,0.632118584,267367.0793,0.678913037,0.139954793,0.196736781,-10.63085679,0.050455805,122.8807078,0.655475566,41.80750655,9,1
spa,0.145678767,0.026641667,87091.75,0.282780867,0.923416667,0.5375,-19.9175,0.0241,57.92158333,0.008983333,58,1,1
country rap,0.146225619,0.703667465,246548.0631,0.688887138,0.002950628,0.191100198,-6.548533094,0.131781157,119.8095705,0.490728954,52.0198539,11,1
cumbia santafesina,0.147,0.86,244507,0.682,0.00931,0.0225,-9.046,0.0406,123.829,0.98,56,11,0
east coast hip hop,0.147109984,0.743229401,259503.023,0.70045005,0.016188962,0.218481419,-8.038187781,0.258863022,110.1901968,0.634436623,44.29101065,1,1
modern rock,0.147339282,0.532509972,235344.9989,0.723574941,0.071336415,0.189729693,-6.553964875,0.063523492,125.3824322,0.486125307,52.59039223,7,1
vancouver punk,0.147467167,0.464833333,264785.5,0.79675,0.141352317,0.199758333,-6.145333333,0.090133333,126.16,0.586583333,45.41666667,4,1
gbvfi,0.147512586,0.454311344,217837.9712,0.722784393,0.244407854,0.19387555,-8.901719083,0.055166829,122.728012,0.557700389,34.61328637,7,1
reggae fusion,0.14794774,0.705259162,241464.5481,0.663968381,0.028419598,0.161738901,-7.288912945,0.151133427,121.9864398,0.66535212,48.42127691,7,1
deep house,0.148054312,0.747070952,282864.0619,0.667742857,0.271828651,0.147552048,-8.936398095,0.067055095,123.4520924,0.603356667,51.03285714,7,1
dutch hip hop,0.148084167,0.73275,208973,0.708916667,0.000146624,0.188966667,-4.969,0.096233333,127.8353333,0.705916667,71.25,5,0
rap,0.148299797,0.723546235,239304.9061,0.664512488,0.013791002,0.202857397,-7.106800122,0.207445282,116.9240245,0.545849263,52.72653948,1,1
j-pop girl group,0.148425,0.518,229868.25,0.94525,0.0217405,0.246,-3.32125,0.059225,146.88375,0.72875,51,0,1
jazz rap,0.148865105,0.775693872,261273.6878,0.682183713,0.061427709,0.18312267,-9.213521329,0.220014189,102.4067823,0.670418403,42.94464872,10,1
chicago pop punk,0.14925,0.387,178855.5,0.81375,0,0.207475,-4.617,0.063725,152.2775,0.43525,50.75,6,1
alabama rap,0.149701114,0.697393021,219283.9428,0.623063935,0.000450947,0.157144066,-6.680508264,0.222550034,121.3480937,0.438076056,51.60594582,11,1
cowpunk,0.149966289,0.546575703,211203.921,0.687234221,0.055823182,0.249172399,-10.11986211,0.058112316,128.0574166,0.659507933,33.64350739,9,1
austrian pop,0.15,0.523,237014,0.553,0.018245,0.1014,-8.467,0.07875,119.8445,0.1905,48,5,0
new rave,0.150159934,0.590011894,261447.232,0.736430729,0.20666358,0.202468713,-6.60464237,0.065103644,126.0368635,0.522755294,49.50690667,7,1
post-punk,0.151199999,0.518400758,235785.6323,0.684335782,0.248106087,0.193827358,-9.959133671,0.074160373,126.6896762,0.560179987,33.4979919,7,1
pop house,0.152113333,0.608183333,224983.7167,0.800116667,0.001752537,0.31615,-6.70365,0.121656667,127.6549,0.586366667,62.16666667,5,0
indie surf,0.15220495,0.499383333,211980.19,0.778446667,0.242563027,0.185034667,-6.53047,0.051516667,131.40077,0.542928667,51.02,4,1
garage pop,0.152308229,0.473895556,188615.4422,0.789015556,0.115575332,0.185114,-6.47402,0.050772,129.9989311,0.623573333,44.97111111,11,1
digital hardcore,0.1524555,0.63,251375,0.808125,0.268872788,0.301625,-6.2295,0.04345,120.334375,0.379375,54.625,11,0
east coast reggae,0.15256602,0.677555556,250261.8384,0.571484848,0.077077857,0.180674242,-7.918888889,0.077511616,111.0694848,0.684388889,46.56565657,7,1
new romantic,0.15278249,0.610823373,259305.3814,0.687602967,0.117554116,0.187384338,-10.20918318,0.048530064,123.606406,0.654037058,40.9508825,9,1
vocal trance,0.152971837,0.564,224015.5625,0.72435,0.034542634,0.1887,-7.3255,0.04213125,133.4900625,0.410475,50.25,10,0
alternative rock,0.153400074,0.475135541,241325.5266,0.710189038,0.160155781,0.196422992,-8.332538498,0.06238052,125.8034269,0.500177193,42.36253365,7,1
alternative pop rock,0.153431203,0.587580635,211598.4311,0.71319873,0.00512789,0.182282,-4.844164762,0.061894127,122.9050483,0.613441587,54.99269841,10,1
psychobilly,0.153522025,0.478248255,198507.9569,0.857385448,0.096956373,0.218667712,-8.206354368,0.073860855,130.7635979,0.64391643,34.78015041,11,1
atlanta indie,0.153698,0.5672,218955.44,0.70836,0.09881074,0.25724,-7.60212,0.05165,122.26228,0.61878,51.86,10,1
pet calming,0.154,0.84,278053,0.594,0,0.431,-8.46,0.351,96.345,0.631,44,6,0
virgin islands reggae,0.154071667,0.664333333,249875.3333,0.623333333,0,0.101383333,-6.317833333,0.1294,103.2298333,0.474833333,55.66666667,5,1
italo dance,0.1541325,0.729875,249971.875,0.9055,0.069331425,0.2850575,-8.72975,0.100275,134.74745,0.621975,64.6,7,0
tropical house,0.154158395,0.662045591,219487.3976,0.72820795,0.070027108,0.195582884,-5.875754939,0.07033613,120.7075106,0.467493532,61.8614001,11,1
uplifting trance,0.154600278,0.539981481,233274.1667,0.737972222,0.22762866,0.169912963,-8.123009259,0.062532407,131.8592593,0.424440741,48.02777778,10,1
pop rap,0.154982783,0.707331209,234287.1549,0.659210234,0.019371923,0.191192434,-6.52114999,0.166212043,118.082536,0.531821791,54.24237214,1,1
colombian hip hop,0.155,0.723,234793.3333,0.804833333,8.52E-06,0.093866667,-5.6355,0.232316667,146.1465,0.828,44.5,4,1
deep r&b,0.155,0.426,182707,0.953,0,0.132,-3.282,0.106,169.93,0.678,53,9,1
melodic dubstep,0.155207605,0.510249806,247715.124,0.724422054,0.098770533,0.174275589,-5.407536395,0.056814884,137.9639369,0.225569729,49.0774031,11,1
swiss pop,0.155535,0.7565,176980.5,0.7115,0.3684625,0.1457,-6.151,0.05075,120.498,0.4925,63.5,6,1
punk blues,0.156203562,0.472818519,206594.915,0.765847705,0.138545777,0.220094044,-7.448157115,0.072916043,130.387369,0.574410973,39.96136285,9,1
spanish new wave,0.156206294,0.566284314,251592.1657,0.769733333,0.003631461,0.297142157,-8.930014706,0.095497353,124.3231167,0.641867647,53.35294118,7,1
dreamo,0.156372765,0.469369582,228621.2362,0.753687232,0.048107428,0.207580445,-6.479387467,0.057080044,130.6265368,0.447379616,44.81236884,11,1
europop,0.156438521,0.659270323,239747.0631,0.750584745,0.050477684,0.187582656,-7.790487536,0.056393122,122.7090292,0.65955527,51.43308625,7,1
horrorcore,0.15653219,0.69682381,241814.3214,0.736409524,7.59E-07,0.42314381,-6.945216667,0.157652857,117.3963786,0.443244524,45.93095238,6,1
turntablism,0.156749649,0.740011584,247991.9703,0.689164282,0.102997506,0.210132186,-7.98203419,0.22010393,106.4367411,0.633259501,45.43112619,1,1
talent show,0.156986628,0.588381009,208928.1156,0.737578492,0.001405454,0.19946359,-5.279284829,0.073564889,118.4482211,0.536983479,59.3654315,9,1
nz singer-songwriter,0.157,0.565,262493,0.429,0,0.13,-9.196,0.0261,95.701,0.266,41,9,1
vocaloid,0.157441667,0.468583333,241746.1667,0.850416667,0.000360532,0.388166667,-3.60925,0.065125,138.0764167,0.4985,51.5,2,0
classic j-rock,0.158166344,0.566227083,424919.0052,0.700334375,0.528156255,0.176405,-8.00103125,0.063777813,129.2547083,0.590139583,32.753125,2,1
hip hop,0.158202043,0.723025691,246563.1599,0.669455774,0.02297404,0.213493523,-7.403945088,0.22272251,112.2436393,0.580368823,49.42430398,1,1
traditional ska,0.159314,0.659833333,182453.5667,0.706366667,0.01813168,0.136643333,-7.632066667,0.114046667,126.8820333,0.843833333,34.96666667,0,1
la pop,0.160695265,0.559729588,230127.6174,0.682072391,0.009954821,0.259199853,-6.338957702,0.105936742,118.041838,0.333160185,59.71275253,8,1
boogie,0.161217167,0.71016,340544.2267,0.67804,0.040450237,0.14823,-10.62029,0.064197,114.5074067,0.792,36.70666667,7,0
nu disco,0.162087396,0.758090278,270593.9375,0.680354167,0.193396911,0.186503472,-7.479604167,0.057873958,115.6120451,0.649447917,54.84027778,7,1
easycore,0.162411806,0.559947273,180452.9364,0.900409091,0.00341998,0.190603636,-4.395172727,0.115591818,122.2718327,0.608261818,45.77636364,8,1
redneck,0.162691033,0.658555087,235152.9518,0.689902912,0.009378286,0.185943233,-6.591628051,0.093791766,122.8686175,0.557771449,50.41175415,7,1
pittsburgh rap,0.163031535,0.679602273,257235.2354,0.726994971,0.00316847,0.226007075,-5.746269922,0.21483739,130.1218738,0.555653766,50.01065073,1,1
swedish tropical house,0.16325,0.6505,208216,0.503,0.012300905,0.09345,-6.733,0.0394,135.0375,0.2235,63.5,6,1
old school dancehall,0.163811856,0.740492325,228129.6471,0.598722368,0.02961857,0.146681031,-8.794522149,0.182408509,125.132384,0.732237061,43.01140351,7,1
german punk,0.164014333,0.432166667,213944.3333,0.717666667,0.124165383,0.370666667,-9.4965,0.13255,149.8456667,0.438333333,31.33333333,11,1
german rock,0.164348368,0.452626554,310494.5641,0.616893395,0.097707916,0.230217842,-10.59702729,0.054868473,122.3204224,0.438033479,40.65811966,11,1
kawaii future bass,0.164542013,0.592875,238991.9063,0.688125,0.246216869,0.281054688,-8.0731875,0.068492188,133.9110938,0.429421875,55.09375,5,1
j-reggae,0.165,0.576,297664,0.551,0.0103,0.1145,-7.4235,0.0335,131.113,0.5285,41.5,11,0
classic canadian rock,0.165161251,0.559687603,248087.6788,0.63875488,0.037648939,0.169023553,-10.45708241,0.045756914,124.371617,0.635755661,39.95807508,7,1
neue deutsche welle,0.165496293,0.635233333,264280.7667,0.61455,0.392837253,0.222663333,-12.02538333,0.06228,126.2798333,0.536133333,32.78333333,7,1
art punk,0.165815109,0.553145758,227104.3778,0.705644069,0.201027638,0.19110623,-9.421772505,0.07160295,127.8199979,0.621160932,34.47194956,9,1
swedish eurodance,0.165825,0.6695,195286.25,0.8325,0.4515,0.147,-6.09625,0.050775,129.70525,0.6635,56.75,6,1
dfw rap,0.165943313,0.752809192,242440.8694,0.653433296,0.001514256,0.173512796,-7.363651209,0.20748099,134.8463237,0.59928582,51.73584832,0,1
south african rock,0.166805637,0.549666667,238737.0455,0.714757576,0.011722146,0.109691667,-5.450356061,0.040664394,128.5889621,0.44022197,52.62121212,8,1
modern reggae,0.166884699,0.693038286,257446.6587,0.603143102,0.005914229,0.180921587,-7.488312994,0.213482796,121.813737,0.686958152,48.80762006,10,1
fremantle indie,0.16735,0.578,162044.5,0.843,0.000135,0.09705,-5.9045,0.07555,158.3615,0.941,48.5,2,1
popwave,0.168239027,0.572333333,290333.9333,0.6386,0.111396635,0.146293333,-8.7216,0.03442,118.9975333,0.311666667,57.2,10,1
tech house,0.169648192,0.717541667,330790.6667,0.628375,0.413482083,0.158479167,-10.53666667,0.068729167,123.852125,0.517058333,33.75,2,1
reggae rock,0.169804612,0.725129418,245179.2183,0.588691713,0.025067647,0.165370477,-7.705634547,0.081859527,116.6158995,0.69135819,45.51363831,7,1
antiviral pop,0.169921708,0.644789161,210920.2151,0.71793892,0.014704068,0.212032216,-6.745121222,0.099683001,127.0798031,0.598131923,54.31728896,10,1
brazilian hip hop,0.17,0.7345,198766.5,0.9015,6.35E-05,0.305,-4.935,0.05585,110.9275,0.8845,28,11,1
popping,0.170253153,0.683194023,275922.3772,0.641770581,0.038365306,0.242981189,-9.140971019,0.097839229,106.9758686,0.642262696,40.68994709,7,1
shimmer pop,0.170456593,0.584102931,232641.2597,0.713230612,0.109999301,0.18399963,-6.630955958,0.054326717,118.1562427,0.486296799,52.78798982,7,1
dutch urban,0.1705,0.766,188505,0.7745,5.20E-05,0.2518,-3.661,0.09875,133.0305,0.743,78,5,1
